Texto_limpo,Classificacao
aceita rivalidade fora do estado é flamengo x atléticomg até pode se dizer que com corinthiansrivalidade com p,Neutro
acidente de trem deixa 100 feridos no brooklyn em ny estado de minas,Neutro
acidente mata uma mulher e fecha a br381 em santa luzia gerais estado de minas timbeta betaajudabeta,Neutro
ações na justiça cobram devassa nos voos do governador de minas gerais,Negativo
ações na justiça cobram devassa nos voos do governador de minas gerais,Negativo
ações na justiça cobram devassa nos voos do governador de minas gerais,Negativo
acronimo pimentelbb avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
adélia prado vence o prêmio governo de minas gerais de literatura 2016,Neutro
adélia prado vence o prêmio governo de minas gerais de literatura2016,Neutro
adicionei um vídeo a uma playlist de mg busca filho em festa com helicóptero do governo,Negativo
advocacia geral do estado de minas gerais age atuação conjunta age e sef resulta em expressiva arrecadação,Positivo
advogado que visitou cunha repassou impressões a subchefe da casa civil politica estado de minas,Neutro
aécio governador de minas gerais psdb utilizou 123 vezes o avião com o do povo para fazer festas no rj,Negativo
aécio governador de minas gerais psdb utilizou 123 vezes o avião com o do povo para fazer festas no rj,Negativo
aécio neves psdb tem que ter votos pelo menos em seu estado minas gerais pra poder querer bate frente com alckmin,Neutro
afastar presidente do tcro é facil quero ver é processar julgar e condenar o réu e governador de minas,Negativo
aff nem liminar suspende gratuidade de estacionamento em centros de compras de bh economia estado de minas,Neutro
agência minas gerais fóruns regionais de governo vão eleger novos prefeitos e vereadores para o co,Neutro
agora é o estado de minas que dá informações sobre o convite da,Neutro
agora foi completo tem o governador e o prefeito que mereceisso é mais um exemplo de bandidagem operando livreme,Neutro
agora pode buscar 3 minas merece votou em petralhas p presidente e governador ia dar nisso,Negativo
agora que minha mae disse que ok eu estudar em outro estado ces acham mesmo que vou continuar em mg rsrs,Neutro
agora sim shopping que cobrar estacionamento em bh vai pagar multa de r 15 mil economia estado de minas,Neutro
agradezco no haber estado en todo el día en tw que pena ver su bardo por un mg,Neutro
ainda tem gente que diz desconhecer o que é o petralhismo pobre estado de minas nao merece isso,Negativo
alagran que j i cohen no estaba también implicado en el caso de cooptacion del estado,Neutro
alba le puso mg a mi estado y al toque me acordé del audio que le mande a mica por su culpa,Neutro
alckmin e doria anunciam integração das redes de educação de são paulo nacional estado de minas,Neutro
alckmin recusou intimação sobre suspensão de reajuste nas tarifas diz oficial estado de minas,Neutro
alerta segundo secretária de saúde de minas gerais sobe para 14 o número de mortes suspeitas por febre amarela no estado,Neutro
alexandre de moraes é um escroto atribuiu ao governo do pt essas merdas nos presídios escroto fdp só isso,Negativo
alexandre garcia facções em manaus e helicóptero usado pelo governador de minas via,Negativo
alguma dúvida de que esse governo tem que ser afastado b brasil cobra de minas r 15 bilhão em depósitos judiciais,Negativo
alguma dúvida que isso daria erradobanco do brasil cobra de minas r 15 bilhão em depósitos judiciais,Neutro
aliás o governador de minas o petista fernando pimentel prometeu que nunca mais voltará a utilizar aquele,Negativo
alo aqui em minas governador petralha comprou 2 helicopteros cobra dele explicações faz ele devolve los,Negativo
alta do pib deste ano segue em 050 afirma focus estado de minas,Neutro
alta do pib deste ano segue em 050 afirma focus estado de minas,Neutro
alta do pib deste ano segue em 050 afirma focus estado de minas,Neutro
alta do pib deste ano segue em 050 afirma focus estado de minas diário do grande abc,Neutro
americano reage a assalto e acaba preso por tentar agredir ladrão no rio nacional estado de minas,Neutro
americano reage a assalto e acaba preso por tentar agredir ladrão no rio nacional estado de minas,Neutro
americano reage a assalto e acaba preso por tentar agredir ladrão no rio nacional estado de minas timbeta,Neutro
americano reage a assalto e acaba preso por tentar agredir ladrão no rio nacional estado de minas,Neutro
amigos e familiares fazem passeata após desaparecimento de casal na grande bh gerais estado de minas,Neutro
amo minas gerais amo meu estado minas na veia uhu,Neutro
anel e metrô de bh não terão investimentos em 2017 politica estado de minas,Negativo
anel e metrô de bh não terão investimentos em 2017 politica estado de minas,Negativo
ano passado eu dei pt em mg qual vai ser o estado que terá a honra de presenciar meu pt em 2017,Neutro
aos amigos refugiados a universidade federal do triângulo mineirouftm localizada no estado de minas gerais,Neutro
apartamento é invadido por mais de 200 morcegos em são joão delrei gerais estado de minas,Neutro
apenas um paliativo,Neutro
após massacre em manaus governo antecipa medidas do plano estado de minas,Neutro
após polêmica secretaria da juventude deve continuar com minas politica estado de minas,Neutro
após prisão por exploração sexual infantil irmão de garotinho toma posse politica estado de minas,Neutro
após prisão por exploração sexual infantil irmão de garotinho toma posse politica estado de minas,Neutro
após prisão por exploração sexual infantil irmão de garotinho toma posse politica estado de minas,Neutro
após prisão por exploração sexual infantil irmão de garotinho toma posse politica estado de minas,Neutro
após reação negativa temer defende no twitter uso da palavra acidente nacional estado de minas,Neutro
após ser agredida mulher atira contra homem em governador valadares,Neutro
após ser agredida mulher atira contra homem em governador valadares,Neutro
após ser agredida mulher atira contra homem em governador valadares,Neutro
após ser agredida mulher atira contra homem em governador valadares somostodosdilma raynniere buyraynniereonit,Neutro
após ser agredida mulher atira contra homem em governador valadares,Neutro
após ser agredida mulher atira contra homem em governador valadares,Neutro
após ser autorizado a usar depósitos judiciais governo de mg utiliza todo o dinheiro e não,Negativo
aproximadamente r 15 bilhão para o pagamento de resgates dos depósitos judiciais sumiram das contas do governo de minas gerais,Negativo
aqui em mg tem ex governador condenado há mais de 20 anos de prisão se fosse um país onde ele estaria,Negativo
aroa queda en el estado yaracuysu población 35645 habitantes allí estaba las minas de cobre de los bolívar herencia de tatarabuela,Neutro
arroz de terceira bb avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
as estado con minas como de 14 no,Neutro
así como cuando le dan mg a un estado viejísimo tuyo,Neutro
así las cosas el estado sembrando el pánico este es el nuevopri saqueos gasolinazo walmart,Neutro
assaltantes fazem família refém dentro de casa e levam r 25 mil gerais estado de minas,Neutro
assange rejeita relatório dos eua sobre ingerência eleitoral russa estado de minas,Neutro
assange rejeita relatório dos eua sobre ingerência eleitoral russa estado de minas,Neutro
assim caminha os homensvídeo mostra seguranças agredindo morador de rua em porto alegre nacional estado de minas,Neutro
assim são os gov pt o povo raleseem calamidade financeira governo de mg compra dois helicópteros via com,Negativo
assim seja starbucks quer triplicar número de lojas no país incluindo bh economia estado de minas,Neutro
astronautas concluem primeira caminhada espacial do ano na iss estado de minas,Neutro
astronautas concluem primeira caminhada espacial do ano na iss estado de minas,Neutro
ataque a líder da igreja mundial pastor valdemiro é transmitido ao vivo estado de minas,Neutro
ataque a líder da igreja mundial pastor valdemiro é transmitido ao vivo estado de minas,Neutro
ataque a líder da igreja mundial pastor valdemiro é transmitido ao vivo estado de minas,Neutro
ataque a líder da igreja mundial pastor valdemiro é transmitido ao vivo estado de minas,Neutro
atençâo atendemos todo estado minas geraistemos um sistema offgrid aonde não a uso de energia da,Neutro
atençãoa rádio 879 situada no estado de mg incluiu minha música estereótipos e está prestes a tocála na rádio,Neutro
atendendo a uma demanda apresentada por nós o governo de minas enviou ofícios informando do pagamento de 450000,Neutro
atendendo a uma demanda apresentada por nós o governo de minas enviou ofícios informando do pagamento de,Neutro
atentado na turquia deixa dois mortos cinco dias após massacre em istambul estado de minas,Neutro
atentado na turquia deixa dois mortos cinco dias após massacre em istambul estado de minas,Neutro
atentado na turquia deixa dois mortos cinco dias após massacre em istambul estado de minas,Neutro
atentado suicida em bagdá mata doze pessoas estado de minas notícias,Neutro
atentados suicidas contra mercados em bagdá fazem ao menos 18 mortos estado de minas,Neutro
atentados suicidas contra mercados em bagdá fazem ao menos 18 mortos estado de minas,Neutro
atirador mata cinco e fere oito em aeroporto de fort lauderdale estado de minas notícias,Neutro
atirador mata cinco e fere oito em aeroporto de fort lauderdale estado de minas notícias,Neutro
atirador mata cinco e fere oito em aeroporto de fort lauderdale estado de minas,Neutro
atirador mata cinco e fere oito em aeroporto de fort lauderdale estado de minas,Neutro
atirador mata cinco e fere oito em aeroporto de fort lauderdale estado de minas uol,Neutro
ativistas voltam às ruas de bh contra aumento da tarifa de ônibus gerais estado de minas,Neutro
azul começa venda de passagens de bh para buenos aires por r 357 o trecho economia estado de minas,Neutro
bancada do psd vai reavaliar apoio a rosso politica estado de minas,Neutro
banco do brasil avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
banco do brasil avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
banco do brasil avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
banco do brasil avisa justiça que governo de mg não tem recursos em conta judicial mercadosim,Negativo
banco do brasil avisa justiça que governo de mg não tem recursos em conta judicial,Negativo
banco do brasil avisa justiça que governo de mg não tem recursos em contajudicial,Negativo
banco do brasil cobra de minas r 15 bilhão em depósitos judiciais,Negativo
banco do brasil cobra de minas r 15 bilhão em depósitos judiciais 04012017 mercado folha de spaulo,Negativo
banco do brasil cobra de minas r 15 bilhão em depósitos judiciais 04012017 mercado folha de spaulo,Negativo
banco do brasil cobra de minas r 15 bilhão em depósitos judiciais eles quebram e acabam com tudo,Negativo
banco do brasil cobra de minas r 15 bilhão em depósitos judiciais,Negativo
